207.46.13.144 - - [14/Oct/2019:07:00:20 +0200] "GET /robots.txt HTTP/1.1" 200 1202 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
157.55.39.174 - - [14/Oct/2019:07:00:25 +0200] "GET /training HTTP/1.1" 200 9378 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
40.77.188.152 - - [14/Oct/2019:07:00:27 +0200] "GET /js/training.js HTTP/1.1" 200 817 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
66.249.64.65 - - [14/Oct/2019:07:06:50 +0200] "GET /training HTTP/1.1" 200 9378 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.64.94 - - [14/Oct/2019:07:17:33 +0200] "GET /training HTTP/1.1" 200 9378 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.64.94 - - [14/Oct/2019:07:26:47 +0200] "GET /training HTTP/1.1" 200 9378 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.64.94 - - [14/Oct/2019:07:40:33 +0200] "GET /training HTTP/1.1" 200 9371 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.64.94 - - [14/Oct/2019:07:46:11 +0200] "GET /training HTTP/1.1" 200 9378 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
98.128.228.155 - - [14/Oct/2019:07:47:41 +0200] "GET / HTTP/1.1" 200 11564 "http://www.mantorpgym.se/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1"
98.128.228.155 - - [14/Oct/2019:07:47:41 +0200] "GET /node_modules/swiper/dist/css/swiper.min.css HTTP/1.1" 200 20056 "http://site.mantorpgym.se/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1"
98.128.228.155 - - [14/Oct/2019:07:47:41 +0200] "GET /css/style.css HTTP/1.1" 200 12239 "http://site.mantorpgym.se/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1"
98.128.228.155 - - [14/Oct/2019:07:47:41 +0200] "GET /css/jquery.fancybox.min.css HTTP/1.1" 200 13074 "http://site.mantorpgym.se/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1"
98.128.228.155 - - [14/Oct/2019:07:47:41 +0200] "GET /css/menuStyle.css HTTP/1.1" 200 3239 "http://site.mantorpgym.se/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1"
98.128.228.155 - - [14/Oct/2019:07:47:41 +0200] "GET /css/popupStyle.css HTTP/1.1" 200 2504 "http://site.mantorpgym.se/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1"
98.128.228.155 - - [14/Oct/2019:07:47:41 +0200] "GET /node_modules/jquery/dist/jquery.min.js HTTP/1.1" 200 87237 "http://site.mantorpgym.se/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1"
98.128.228.155 - - [14/Oct/2019:07:47:41 +0200] "GET /node_modules/swiper/dist/js/swiper.min.js HTTP/1.1" 200 125028 "http://site.mantorpgym.se/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1"
98.128.228.155 - - [14/Oct/2019:07:47:41 +0200] "GET /js/swiper.js?v=2.1 HTTP/1.1" 200 738 "http://site.mantorpgym.se/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1"
98.128.228.155 - - [14/Oct/2019:07:47:41 +0200] "GET /js/popup.js HTTP/1.1" 200 1250 "http://site.mantorpgym.se/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1"
98.128.228.155 - - [14/Oct/2019:07:47:41 +0200] "GET /js/jquery.fancybox.min.js HTTP/1.1" 200 68540 "http://site.mantorpgym.se/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1"
98.128.228.155 - - [14/Oct/2019:07:47:41 +0200] "GET /uploads/kettlebells1533.jpg HTTP/1.1" 200 216729 "http://site.mantorpgym.se/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1"
98.128.228.155 - - [14/Oct/2019:07:47:41 +0200] "GET /img/logo.png HTTP/1.1" 200 190624 "http://site.mantorpgym.se/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1"
98.128.228.155 - - [14/Oct/2019:07:47:41 +0200] "GET /uploads/IMG_9264.jpg HTTP/1.1" 200 643789 "http://site.mantorpgym.se/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1"
98.128.228.155 - - [14/Oct/2019:07:47:41 +0200] "GET /fonts/Nexa%20Bold.otf HTTP/1.1" 200 30710 "http://site.mantorpgym.se/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1"
98.128.228.155 - - [14/Oct/2019:07:47:41 +0200] "GET /fonts/Nexa%20Light.otf HTTP/1.1" 200 30326 "http://site.mantorpgym.se/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1"
98.128.228.155 - - [14/Oct/2019:07:47:41 +0200] "GET /uploads/IMG_92834116.jpg HTTP/1.1" 200 221789 "http://site.mantorpgym.se/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1"
98.128.228.155 - - [14/Oct/2019:07:47:41 +0200] "GET /uploads/2270-desktop213.jpg HTTP/1.1" 200 801821 "http://site.mantorpgym.se/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1"
98.128.228.155 - - [14/Oct/2019:07:47:41 +0200] "GET /uploads/IMG_93069731.jpg HTTP/1.1" 200 828421 "http://site.mantorpgym.se/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1"
66.249.64.92 - - [14/Oct/2019:07:58:27 +0200] "GET /robots.txt HTTP/1.1" 200 1202 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.64.92 - - [14/Oct/2019:07:59:12 +0200] "GET /training HTTP/1.1" 200 9378 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
